Prediction,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,Orbital Period,koi_period_err1,koi_time0bk,koi_time0bk_err1,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_depth,koi_depth_err1,Planet Radius,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,Stellar Radius,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,tda_entropy_dim0,tda_entropy_dim1,tda_total_dim0,tda_total_dim1
1,0,0,0,0,3.886795001,6.844e-06,133.32959,0.00137,0.119,0.315,-0.119,1.7574,0.0454,471.3,13.1,0.97,0.09,-0.12,571.0,25.26,7.24,-7.38,41.8,3751.0,75.0,-84.0,4.8,0.065,-0.035,0.443,0.04,-0.053,298.65271,43.955021,14.625,4.725180385881891,3.0537852970131,17.034811690449715,0.7315754890441895
1,0,0,0,0,22.40777833,7.391e-05,153.79858,0.00259,0.147,0.291,-0.147,3.2881,0.0756,661.3,20.8,1.15,0.1,-0.14,319.0,2.44,0.7,-0.71,33.9,3751.0,75.0,-84.0,4.8,0.065,-0.035,0.443,0.04,-0.053,298.65271,43.955021,14.625,4.745200056245193,3.277431575425445,17.01908205449581,0.7017468214035034
2,0,1,0,0,20.35509657,1.79e-06,175.3437299,6.81e-05,0.503,0.005,-0.005,5.33265,0.00637,25080.0,16.9,17.53,5.44,-2.33,720.0,63.6,59.38,-22.32,1703.2,6081.0,184.0,-220.0,4.404,0.072,-0.217,1.077,0.334,-0.143,290.42538,41.139149,14.557,4.842466566369839,3.869672502942071,33.278719663619995,2.2618027925491333
2,0,0,1,0,5.92240377,1.485e-05,173.81802,0.00197,0.949,0.04,-0.682,3.691,0.116,413.4,10.3,2.77,0.86,-0.37,1087.0,329.86,308.02,-115.78,44.4,6081.0,184.0,-220.0,4.404,0.072,-0.217,1.077,0.334,-0.143,290.42538,41.139149,14.557,4.833196954930881,3.0809272385597337,27.19929736852646,0.9742221236228943
0,0,0,0,0,166.7876551,0.0001312,245.143036,0.000599,0.041,0.236,-0.041,5.8676,0.0306,4764.2,29.4,7.03,1.04,-0.84,334.0,2.93,1.24,-0.84,183.8,5663.0,112.0,-112.0,4.377,0.103,-0.115,1.031,0.152,-0.124,293.30606,41.606369,14.11,4.815209359616751,3.3360901547683395,28.755181550979614,1.1832950115203857
1,0,0,0,0,77.6114427,0.0001536,164.7292,0.00168,0.094,0.323,-0.094,7.1786,0.0563,814.5,8.4,2.59,0.29,-0.23,397.0,5.87,1.95,-1.38,100.5,5465.0,109.0,-109.0,4.449,0.085,-0.085,0.925,0.101,-0.083,287.698,42.338718,12.498,4.712919669182057,2.9648608014546043,24.25492526590824,0.5252418518066406
1,0,0,0,0,18.20795835,1.348e-05,185.84306,0.000596,0.64,0.003,-0.463,3.7965,0.0349,1596.9,10.9,3.08,0.23,-0.12,551.0,21.86,5.36,-3.33,157.3,5176.0,102.0,-102.0,4.612,0.016,-0.06,0.738,0.054,-0.031,286.86548,41.989079,14.29,4.7997592355215986,3.073561706851882,23.004056826233864,0.6229262351989746
0,0,0,0,0,49.537365,0.002257,172.1948,0.0417,0.435,0.02,-0.433,9.862,0.935,201.7,25.0,1.48,0.47,-0.2,532.0,18.87,17.91,-6.58,10.1,6118.0,191.0,-212.0,4.416,0.087,-0.203,1.023,0.32,-0.137,290.90042,48.74614,15.451,4.825204748034916,3.222787910716029,37.602808713912964,0.9697389602661133
1,0,0,0,0,12.70636123,1.923e-05,180.63164,0.0011,0.793,0.059,-0.545,2.395,0.0406,871.7,18.6,2.75,0.66,-0.22,697.0,55.86,39.53,-13.95,54.0,5573.0,149.0,-166.0,4.562,0.03,-0.17,0.839,0.201,-0.067,296.80865,47.17194,14.673,4.829010412245099,3.4599403206293338,24.39907729625702,0.9798002243041992
1,0,0,0,0,10.94577783,2.017e-05,176.71834,0.00144,0.819,0.029,-0.571,3.0937,0.0445,532.8,11.1,2.84,0.46,-0.38,881.0,142.23,64.44,-43.58,52.5,5888.0,106.0,-117.0,4.342,0.115,-0.115,1.097,0.179,-0.146,287.78085,47.62991,14.282,4.766600949883396,3.0880682224335554,19.880180448293686,0.7128242254257202
1,0,0,0,0,28.9869016,0.0001076,134.7812,0.00304,0.842,0.069,-0.608,3.6233,0.0765,471.6,16.0,2.7,0.44,-0.36,637.0,38.82,17.59,-11.89,31.5,5888.0,106.0,-117.0,4.342,0.115,-0.115,1.097,0.179,-0.146,287.78085,47.62991,14.282,4.768356423842292,3.1814104483475805,20.331233352422714,0.6765574812889099
1,0,0,0,0,94.886902,0.001216,214.82879,0.00659,0.982,40.04,-0.023,6.923,0.333,641.7,29.6,4.24,0.69,-0.56,429.0,7.99,3.62,-2.45,25.5,5888.0,106.0,-117.0,4.342,0.115,-0.115,1.097,0.179,-0.146,287.78085,47.62991,14.282,4.819295580988448,3.003423675817667,69.10735762119293,2.575197219848633
1,0,0,0,0,5.03505665,1.946e-05,132.65597,0.00334,0.911,0.04,-0.655,1.804,0.0873,151.5,10.5,1.63,0.26,-0.22,1141.0,401.23,181.78,-122.95,16.6,5888.0,106.0,-117.0,4.342,0.115,-0.115,1.097,0.179,-0.146,287.78085,47.62991,14.282,4.771697719373172,3.2817176703166413,20.871977403759956,0.8031647205352783
2,1,0,0,0,24.7222403,0.0003623,146.4611,0.0123,0.106,0.35,-0.106,4.53,0.349,290.1,34.7,1.31,0.24,-0.11,536.0,19.53,11.18,-4.84,9.3,5481.0,166.0,-149.0,4.592,0.032,-0.12,0.778,0.141,-0.065,289.70703,41.84354,15.857,4.825952696899966,3.1791063267997606,23.076651334762573,0.8400407433509827
1,0,0,0,0,11.90352088,2.898e-05,178.34161,0.00181,0.421,0.027,-0.421,4.297,0.0663,633.0,14.7,2.56,0.81,-0.27,827.0,110.54,105.36,-34.16,47.2,6063.0,181.0,-217.0,4.47,0.054,-0.216,1.001,0.318,-0.106,289.55328,43.876179,14.939,4.840336265915047,3.3758423546103735,21.57743325829506,0.8407525420188904
1,0,0,0,0,9.286964466,3.831e-06,135.9945,0.00034,0.004,0.34,-0.004,3.3649,0.0145,691.7,3.2,2.1,0.26,-0.1,762.0,79.68,28.1,-13.27,251.9,5546.0,100.0,-111.0,4.575,0.018,-0.102,0.81,0.099,-0.04,290.42081,37.851799,11.898,4.835154676072155,3.2131334417761304,24.180289089679718,1.0416674613952637
1,0,0,0,0,34.0350605,0.000141,134.42752,0.00346,0.474,0.044,-0.45,6.695,0.124,727.8,18.9,2.76,0.88,-0.29,583.0,27.24,25.97,-8.41,41.3,6063.0,181.0,-217.0,4.47,0.054,-0.216,1.001,0.318,-0.106,289.55328,43.876179,14.939,4.832882578683363,3.4491724827197885,20.756307810544968,0.9074060320854187
1,0,0,0,0,12.75934489,1.877e-05,170.32152,0.00119,0.657,0.177,-0.445,3.5889,0.0431,882.1,13.3,2.58,0.1,-0.19,633.0,37.95,5.74,-7.22,70.4,4963.0,81.0,-74.0,4.501,0.072,-0.022,0.826,0.032,-0.06,294.66797,43.85326,14.55,4.755286311162758,3.2036483346926516,20.675173982977867,0.4090954661369324
1,0,0,0,0,5.433132902,9.526e-06,138.36644,0.00148,0.72,0.174,-0.479,2.4012,0.0411,328.2,10.7,1.61,0.06,-0.12,841.0,118.56,17.92,-22.55,33.1,4963.0,81.0,-74.0,4.501,0.072,-0.022,0.826,0.032,-0.06,294.66797,43.85326,14.55,4.761450020648747,3.0950306175831037,19.301868364214897,0.34692490100860596
2,0,0,1,0,0.967427812,6.03e-07,132.258305,0.000557,1.248,0.046,-0.049,5.8883,0.0562,9127.8,37.3,29.01,3.51,-2.38,1419.0,956.61,427.47,-259.34,323.4,5066.0,181.0,-181.0,4.625,0.035,-0.07,0.709,0.086,-0.058,285.91641,37.59428,15.826,4.832314870810594,2.724148594848273,33.22021734714508,1.0938056707382202
1,0,0,0,0,10.64021008,2.695e-05,179.77776,0.00182,0.77,0.107,-0.54,5.4381,0.0662,455.3,8.4,2.87,0.52,-0.42,963.0,203.48,102.33,-67.67,58.6,6112.0,122.0,-134.0,4.281,0.125,-0.125,1.233,0.22,-0.18,299.79645,44.08931,14.173,4.792751177347801,2.770487803868395,21.9522043466568,0.7605741024017334
1,0,0,0,0,4.93883135,3.312e-05,135.95465,0.00544,0.633,0.328,-0.431,4.388,0.161,123.5,6.5,1.44,0.25,-0.21,1244.0,566.38,284.85,-188.35,21.3,6112.0,122.0,-134.0,4.281,0.125,-0.125,1.233,0.22,-0.18,299.79645,44.08931,14.173,4.823222310835267,2.7762954747587933,20.42357251048088,0.7178810238838196
1,0,0,0,0,5.996533443,8.385e-06,172.50558,0.00117,0.51,0.035,-0.439,3.3129,0.0453,711.4,10.7,2.96,0.44,-0.35,1025.0,260.49,101.07,-69.49,70.5,5622.0,76.0,-84.0,4.346,0.126,-0.103,1.089,0.16,-0.128,281.27972,44.315529,14.674,4.797836567219801,3.231071371672907,24.13716658949852,1.044921875
1,0,0,0,0,2.06190864,5.013e-06,133.19888,0.00206,0.537,0.391,-0.323,1.9743,0.0617,214.0,8.8,1.63,0.24,-0.19,1463.0,1082.28,419.94,-288.72,27.9,5622.0,76.0,-84.0,4.346,0.126,-0.103,1.089,0.16,-0.128,281.27972,44.315529,14.674,4.8015022669226965,2.9745896835223515,24.21405452489853,0.6385055780410767
1,0,0,0,0,20.13490007,3.548e-05,171.36734,0.00138,0.798,0.067,-0.559,3.7962,0.0522,1035.2,17.7,2.98,0.11,-0.22,544.0,20.66,3.09,-3.99,64.7,4963.0,79.0,-79.0,4.501,0.075,-0.025,0.826,0.032,-0.06,287.56473,44.305,14.859,4.778266649664493,2.722033212832961,18.43758398294449,0.4215661883354187
0,0,0,0,0,24.0721647,0.0004522,148.9637,0.0146,0.949,0.001,-0.666,3.171,0.459,177.3,30.3,1.1,0.09,-0.09,400.0,6.08,1.94,-1.54,6.7,4352.0,116.0,-129.0,4.671,0.032,-0.042,0.613,0.055,-0.05,284.26859,44.19754,15.073,4.777486569890868,2.8067755254714255,22.078661188483238,0.6777441501617432
1,0,0,0,0,88.2553729,0.0002107,153.77974,0.00188,0.886,0.008,-0.627,4.539,0.134,1132.2,22.4,2.96,0.22,-0.12,326.0,2.67,0.65,-0.41,54.2,5176.0,102.0,-102.0,4.612,0.016,-0.06,0.738,0.054,-0.031,286.86548,41.989079,14.29,4.821879808845844,2.9633523496650134,23.93652120232582,0.7804018259048462
0,0,0,0,0,19.193103549,5.898e-06,176.966757,0.000241,0.98,0.075,-0.051,2.5425,0.0237,6807.3,36.9,12.23,3.56,-1.19,656.0,43.77,37.45,-12.2,258.5,5883.0,159.0,-176.0,4.53,0.037,-0.2,0.892,0.26,-0.087,296.24954,42.33548,14.847,4.821396141583607,2.7877041387973667,24.646044969558716,0.5216897130012512
2,0,1,0,0,22.418319842,3.823e-06,172.797099,0.000139,0.8,0.002,-0.002,5.349,0.0104,11929.0,15.9,9.94,1.44,-1.3,563.0,23.8,11.73,-7.66,944.4,5324.0,175.0,-143.0,4.491,0.11,-0.11,0.813,0.118,-0.106,296.89938,43.707218,14.479,4.825258714856969,3.125695986032285,36.50655862689018,1.5998748540878296
2,0,1,0,0,20.131477716,4.86e-06,189.390784,0.000187,1.279,0.325,-0.121,3.2806,0.0101,8243.2,23.4,39.89,11.34,-3.77,670.0,47.49,39.59,-13.41,427.5,6003.0,161.0,-197.0,4.507,0.048,-0.192,0.932,0.265,-0.088,285.89124,44.181728,14.519,4.842326224460828,3.255442153170115,35.64022445678711,1.5906898975372314
1,0,0,0,0,6.010383339,1.664e-06,174.084883,0.000221,0.436,0.091,-0.334,2.1939,0.0198,2652.1,11.1,3.8,0.29,-0.38,768.0,82.31,23.61,-23.3,276.1,4882.0,131.0,-146.0,4.558,0.066,-0.039,0.738,0.056,-0.074,286.11868,44.34528,14.247,4.804916946625418,2.4199074288120825,24.28456273674965,0.5517176389694214
0,0,0,0,0,80.881757,0.003216,136.6708,0.0196,0.335,0.116,-0.335,12.568,0.893,142.7,13.6,2.27,0.52,-0.98,581.0,26.91,19.04,-19.18,12.2,5934.0,178.0,-178.0,3.945,0.44,-0.11,1.885,0.437,-0.811,294.36734,38.846889,13.698,4.820542632233215,2.9410050377928876,47.368647396564484,1.2664458751678467
2,0,0,1,1,1.334101467,1.655e-06,133.703081,0.000983,0.153,0.228,-0.153,2.1033,0.0318,120.8,3.3,1.74,0.31,-0.37,2169.0,5207.55,2517.09,-2268.59,43.0,6178.0,111.0,-136.0,4.106,0.168,-0.112,1.58,0.277,-0.339,294.59955,38.366772,12.161,4.824792049314175,2.288731184116946,43.32846623659134,1.4241758584976196
0,0,0,0,0,9.250572762,2.897e-06,135.407531,0.000259,1.234,0.22,-0.112,3.6373,0.0127,1039.5,3.5,96.08,24.5,-45.53,1966.0,3530.57,2671.62,-2705.95,351.4,8133.0,225.0,-338.0,3.715,0.413,-0.11,3.294,0.84,-1.561,300.53757,46.10434,11.31,4.828719136186477,2.781795164810253,69.23213350772858,1.3049650192260742
1,0,0,0,0,8.1808949,1.601e-05,176.69885,0.00153,0.521,0.375,-0.313,2.7546,0.0534,723.5,16.8,2.1,0.17,-0.07,716.0,62.21,14.38,-8.04,48.7,5081.0,71.0,-81.0,4.596,0.012,-0.068,0.77,0.061,-0.028,280.69101,47.809738,14.802,4.718231061021816,3.441980212883519,22.05777008831501,1.3446930646896362
1,0,0,0,0,15.31296388,3.251e-05,171.79412,0.00174,0.607,0.296,-0.397,3.0935,0.0602,864.9,20.9,2.34,0.19,-0.08,581.0,26.98,6.23,-3.49,45.3,5081.0,71.0,-81.0,4.596,0.012,-0.068,0.77,0.061,-0.028,280.69101,47.809738,14.802,4.718362203951204,3.3206274949878845,21.5095027834177,1.4012179970741272
1,0,0,0,0,18.42794957,4.274e-05,178.43963,0.00182,0.727,0.185,-0.501,2.9264,0.0637,706.6,22.3,2.24,0.07,-0.13,526.0,18.05,2.64,-3.02,36.0,4768.0,85.0,-76.0,4.536,0.052,-0.017,0.779,0.026,-0.045,291.5545,47.81448,14.958,4.712238715890418,3.010328433671387,17.43787333369255,0.5135216116905212
2,1,0,0,0,8.8249556,0.0001028,131.7064,0.0106,0.21,0.239,-0.21,2.976,0.304,121.1,15.8,1.1,0.33,-0.14,928.0,175.17,156.61,-58.59,8.6,6078.0,181.0,-200.0,4.434,0.084,-0.21,0.994,0.296,-0.127,289.04434,42.280022,15.154,4.835235860525373,3.2924265547440257,20.265362560749054,0.9344413876533508
2,0,1,0,0,7.30497811,1.461e-05,169.64592,0.00159,0.932,22.13,-0.036,4.5414,0.0801,10930.0,188.0,10.86,1.63,-0.88,760.0,78.87,38.68,-19.88,69.6,5247.0,158.0,-158.0,4.609,0.032,-0.097,0.744,0.112,-0.06,289.0058,47.040421,15.765,4.8168919760127595,2.7496730615205207,46.37469357252121,1.2038673162460327
2,0,0,1,0,5.115750935,7.825e-06,173.26599,0.00116,1.475,37.38,-0.273,2.5378,0.0625,1055.8,24.1,60.74,19.15,-6.84,1202.0,493.38,459.59,-156.49,51.8,6398.0,179.0,-224.0,4.411,0.065,-0.208,1.101,0.347,-0.124,297.43201,47.128551,15.132,4.796093884475791,3.3859362939755364,60.69973212480545,3.476466178894043
2,0,0,1,1,1.213745575,9.15e-07,170.582782,0.000618,1.246,0.243,-0.107,5.5835,0.0361,2012.2,11.3,21.69,1.94,-1.93,1246.0,572.53,192.27,-152.26,213.7,4820.0,145.0,-145.0,4.606,0.063,-0.032,0.661,0.059,-0.059,283.8757,47.231918,15.825,4.773755165700757,2.4835486111463694,35.90716880559921,0.2704429626464844
0,0,0,0,0,7.189379172,1.598e-06,170.117783,0.000167,0.908,0.009,-0.007,2.0351,0.0183,8126.4,46.8,11.94,3.85,-1.54,1026.0,261.94,256.45,-96.98,288.5,6214.0,195.0,-282.0,4.442,0.056,-0.224,1.076,0.347,-0.139,296.6423,47.230331,15.356,4.79156836467352,3.522109783962329,22.092131227254868,0.9015107154846191
2,0,0,1,0,1.423799421,6.41e-07,169.67436,0.000335,0.501,0.044,-0.409,1.4866,0.0195,2008.4,19.4,4.69,1.31,-0.56,1659.0,1791.61,1474.45,-599.66,125.3,5962.0,162.0,-223.0,4.464,0.05,-0.2,1.019,0.285,-0.122,298.00024,47.243649,15.623,4.839271508033142,3.185718335242376,26.65406507253647,0.9142626523971558
0,0,0,0,0,1.8134378,2.643e-05,132.6703,0.011,0.418,0.049,-0.418,7.776,0.312,97.4,6.2,0.69,0.09,-0.06,1158.0,423.67,176.71,-103.86,19.1,5094.0,151.0,-136.0,4.618,0.04,-0.065,0.7,0.086,-0.058,290.71725,37.64901,13.961,4.784735092262316,2.7844268069439093,25.960425823926926,0.43018341064453125
1,0,0,0,0,14.78767172,5.584e-05,176.79399,0.00299,0.021,0.38,-0.021,6.1191,0.0956,781.8,20.6,3.46,0.57,-0.58,827.0,110.42,48.32,-37.91,39.4,5814.0,78.0,-78.0,4.269,0.137,-0.112,1.248,0.209,-0.209,298.31836,47.279491,15.344,4.8022871718274125,3.302018861131952,20.16384147107601,0.9027828574180603
1,0,0,0,0,4.16536757,1.435e-05,132.04068,0.00283,0.348,0.129,-0.348,3.2935,0.0758,120.0,4.4,1.0,0.14,-0.05,1048.0,284.49,112.09,-47.77,30.4,5604.0,101.0,-124.0,4.52,0.028,-0.112,0.912,0.127,-0.042,292.15045,39.637581,13.307,4.805771770845434,2.9159191157864637,20.146336749196053,0.7218331098556519
1,0,0,0,0,14.48584765,2.48e-05,175.00624,0.00135,0.93,0.019,-0.65,3.1365,0.0929,457.1,10.0,2.88,0.45,-0.37,784.0,89.16,38.95,-26.66,52.2,5784.0,104.0,-116.0,4.352,0.115,-0.115,1.085,0.17,-0.139,288.69864,39.70829,13.946,4.79642022406533,2.5827519195676363,18.086079493165016,0.49251359701156616
1,0,0,0,0,40.6992062,0.0001694,172.57123,0.00301,0.854,0.053,-0.608,7.074,0.111,429.9,12.4,3.2,0.86,-0.85,685.0,52.05,40.82,-27.53,38.5,6419.0,175.0,-213.0,4.175,0.24,-0.16,1.362,0.362,-0.362,292.10428,39.76791,13.949,4.775377637224758,2.9919457554299256,31.546960160136223,0.9472496509552002
2,0,1,1,1,4.532402495,9.501e-06,171.92667,0.0019,0.99,0.243,-0.019,3.12,0.105,339.1,9.7,3.69,0.99,-0.81,1160.0,426.69,335.85,-196.12,43.1,5575.0,150.0,-166.0,4.278,0.195,-0.175,1.173,0.314,-0.257,293.08734,39.799122,13.932,4.838150314141551,2.605079434370735,37.62575417757034,1.1335920095443726
2,1,0,0,0,25.273355,0.001834,134.5501,0.0651,1.208,7.036,-0.223,34.48,4.0,496.1,37.8,24.74,7.02,-4.31,579.0,26.57,23.28,-10.32,16.9,5313.0,175.0,-143.0,4.39,0.144,-0.198,0.976,0.277,-0.17,283.5701,43.736118,14.5,4.831145875672905,3.4059356651615458,89.12648963928223,3.6917307376861572
1,0,1,0,0,15.458056682,3.094e-06,173.782454,0.000158,0.05,0.035,-0.05,8.79536,0.00595,4253.2,4.6,9.11,1.51,-1.84,871.0,136.4,62.54,-56.23,1055.9,5868.0,105.0,-117.0,4.169,0.176,-0.108,1.407,0.233,-0.284,290.44928,39.854801,13.398,4.843391797016452,3.002092562807556,50.162288427352905,1.3719996213912964
0,0,0,0,0,562.1725914,0.0007743,185.968547,0.000999,0.7801,0.0166,-0.013,9.8841,0.0981,5877.8,37.8,10.9,1.96,-1.72,241.0,0.8,0.4,-0.27,208.4,5589.0,102.0,-108.0,4.229,0.134,-0.116,1.289,0.231,-0.204,295.198,43.269508,13.916,4.837630507138972,2.9651869390897896,28.608547687530518,1.259407103061676
1,0,0,0,0,278.1243979,0.0004437,177.51831,0.00128,0.871,0.014,-0.612,3.978,0.125,2297.8,44.8,5.86,0.94,-0.5,286.0,1.57,0.7,-0.36,58.5,5799.0,104.0,-116.0,4.408,0.066,-0.123,1.05,0.167,-0.09,297.82431,43.258381,13.714,4.8095838489973115,3.5116057824215194,24.00385546684265,1.1374143958091736
0,0,0,0,0,4.034914368,2.551e-06,172.257813,0.000506,0.965,0.022,-0.01,1.7874,0.0585,800.1,14.9,6.95,1.68,-3.13,1452.0,1052.15,778.36,-767.8,92.6,5548.0,168.0,-151.0,3.964,0.472,-0.157,1.793,0.435,-0.808,281.29028,43.413342,13.831,4.8007439491297275,2.79248977268567,45.93749052286148,0.8249416351318359
1,0,0,0,0,3.173914037,4.401e-06,170.92525,0.0011,0.819,0.065,-0.599,3.6069,0.0351,303.0,4.6,3.07,1.03,-0.76,1655.0,1769.83,1734.1,-915.0,76.1,6432.0,177.0,-243.0,4.164,0.18,-0.198,1.584,0.527,-0.395,295.47574,43.493141,13.949,4.806000511404355,3.754687490584811,32.46639031171799,1.612013816833496
2,1,0,0,0,379.11996,0.01623,267.6893,0.0301,0.483,0.473,-0.28,7.22,1.4,1107.7,97.0,2.74,0.64,-0.21,221.0,0.57,0.4,-0.14,9.2,5546.0,166.0,-149.0,4.575,0.038,-0.152,0.81,0.188,-0.063,292.87848,45.344372,15.496,4.836498538207249,2.9072240861566683,44.48559886217117,1.6108306646347046
0,0,0,0,0,52.513548727,6.133e-06,171.6745959,9.47e-05,0.679,0.008,-0.01,3.2743,0.0118,14252.0,21.1,12.43,1.67,-1.22,472.0,11.73,4.61,-2.92,825.0,5589.0,111.0,-111.0,4.421,0.086,-0.105,0.98,0.132,-0.096,296.84076,43.647121,13.579,4.761074806624402,3.147892520238501,22.823033094406128,0.8578833937644958
1,0,0,0,0,4.17838675,2.216e-05,171.98866,0.00393,0.617,0.009,-0.488,2.123,0.134,316.0,23.8,3.13,0.42,-0.73,1430.0,988.44,354.88,-435.74,15.1,5746.0,77.0,-77.0,4.039,0.202,-0.081,1.687,0.228,-0.391,297.11713,43.71143,13.813,4.757690054357326,2.7437111679244763,21.535305947065353,0.5106130242347717
1,0,0,0,0,9.84824649,3.668e-05,138.38845,0.00294,0.55,0.044,-0.421,5.7471,0.0849,436.7,17.8,2.68,0.45,-0.45,947.0,189.82,83.07,-65.17,25.3,5814.0,78.0,-78.0,4.269,0.137,-0.112,1.248,0.209,-0.209,298.31836,47.279491,15.344,4.792517238800079,3.0142032457350134,18.720633193850517,0.6833560466766357
1,0,0,0,0,19.7243672,0.0001324,135.05923,0.00587,0.898,0.029,-0.619,7.202,0.148,577.9,23.4,3.57,0.6,-0.59,751.0,75.23,32.93,-25.83,26.0,5814.0,78.0,-78.0,4.269,0.137,-0.112,1.248,0.209,-0.209,298.31836,47.279491,15.344,4.782571265796859,3.1328753159931746,21.26630698144436,0.874692976474762
1,0,0,0,0,51.75530504,8.535e-05,271.08808,0.00125,0.638,0.18,-0.412,7.4355,0.0579,609.2,5.6,2.61,0.35,-0.3,515.0,16.6,6.47,-4.54,116.9,5979.0,108.0,-120.0,4.394,0.11,-0.11,1.005,0.138,-0.113,287.60461,42.166779,12.596,4.841721554552905,2.9424067757480836,34.50448554754257,1.5302715301513672
0,0,0,0,0,16.2982201,0.0002292,134.7404,0.0126,0.698,0.264,-0.475,2.558,0.482,199.0,30.3,0.78,0.05,-0.04,388.0,5.38,1.15,-1.04,7.9,3905.0,78.0,-88.0,4.736,0.03,-0.03,0.521,0.031,-0.031,291.4549,37.67712,14.709,4.7654353720282,2.8066683851222547,20.67432799935341,0.7729072570800781
1,0,0,0,0,7.38443269,2.959e-05,137.47412,0.00321,0.594,0.283,-0.413,5.7351,0.0853,349.8,14.9,2.42,0.41,-0.4,1042.0,278.67,121.95,-95.68,23.7,5814.0,78.0,-78.0,4.269,0.137,-0.112,1.248,0.209,-0.209,298.31836,47.279491,15.344,4.791020762125064,3.0952686583181643,18.54047827422619,0.72649085521698
2,0,1,1,1,7.06115081,1.163e-05,169.86425,0.00137,2.824,32.41,-0.125,3.547,0.0638,1526.9,28.5,171.85,39.92,-14.39,886.0,145.61,98.17,-37.24,60.4,5795.0,143.0,-172.0,4.554,0.04,-0.16,0.848,0.197,-0.071,284.67569,47.339211,15.592,4.734924047452085,2.6340964797983832,50.513882517814636,0.8165223598480225
1,0,0,0,0,2190.7010353,0.0,140.04806,0.00186,0.2597,0.2254,-0.1878,19.891,0.148,1874.2,21.7,3.12,0.16,-0.19,109.0,0.03,0.01,0.0,94.8,4965.0,109.0,-89.0,4.555,0.048,-0.024,0.736,0.037,-0.044,295.43433,44.53112,12.96,4.812659623932871,2.815492940360344,40.543990075588226,0.8130531311035156
1,0,0,0,0,7.23858162,1.687e-05,171.21912,0.00184,0.147,0.308,-0.147,3.1199,0.059,268.2,7.5,1.34,0.15,-0.06,816.0,104.51,35.32,-17.59,41.6,5411.0,96.0,-118.0,4.561,0.018,-0.096,0.831,0.097,-0.039,289.41782,39.945011,13.359,4.81053356556948,2.4111173404498447,22.072994992136955,0.621380627155304
1,0,0,0,0,161.4746786,0.0008462,170.60338,0.00369,0.746,0.138,-0.513,10.572,0.171,828.2,19.6,3.25,0.51,-0.38,343.0,3.27,1.42,-0.91,47.8,5761.0,104.0,-115.0,4.383,0.095,-0.116,1.044,0.162,-0.122,293.42703,39.942429,13.871,4.82104762826112,3.3536265986099543,21.84028673171997,1.2708944082260132
2,0,1,1,0,6.277827312,8.305e-06,172.5786,0.00107,0.95,0.002,-0.002,8.6841,0.0609,1856.8,17.4,4.87,1.49,-0.5,985.0,222.45,199.87,-63.76,191.3,6077.0,164.0,-183.0,4.526,0.038,-0.212,0.891,0.273,-0.091,298.02615,39.918331,13.851,4.842093944710389,3.4801135312846903,32.11221140623093,1.3579320907592773
1,0,0,0,0,16.71987303,9.328e-05,171.40143,0.00422,0.437,0.503,-0.24,3.317,0.145,523.1,32.5,2.52,0.42,-0.23,767.0,81.63,37.51,-20.48,19.2,6020.0,108.0,-133.0,4.389,0.066,-0.123,1.085,0.18,-0.103,294.37354,40.19463,13.034,4.828802268490393,3.2918908568375835,21.240819692611694,1.1148473024368286
2,0,1,0,0,12.011661094,7.38e-07,176.6358115,4.75e-05,1.024,0.017,-0.014,3.77516,0.00475,14294.0,11.0,55.2,14.03,-19.28,1317.0,710.87,534.94,-456.49,1898.4,6753.0,185.0,-278.0,3.91,0.306,-0.165,2.396,0.609,-0.837,289.19144,40.263184,13.252,4.840362375459877,3.8298169596021805,53.83650779724121,3.5479795932769775
1,0,0,0,0,3.275821982,4.743e-06,170.25357,0.00111,0.746,0.102,-0.517,3.0427,0.0375,274.9,4.9,3.54,0.69,-0.85,1730.0,2121.23,1071.69,-956.19,64.4,6185.0,80.0,-80.0,4.013,0.18,-0.12,1.972,0.386,-0.472,290.32278,44.035809,13.992,4.787794546642544,3.3662196226625025,25.72884128987789,1.6226822137832642
1,0,0,0,0,15.87360981,4.485e-05,182.40408,0.00212,0.395,0.047,-0.395,3.5246,0.0724,415.6,12.4,1.53,0.33,-0.12,632.0,37.68,26.18,-9.72,38.4,5656.0,187.0,-187.0,4.607,0.036,-0.135,0.737,0.162,-0.058,290.47134,44.387081,13.766,4.7915626060778695,2.916085369413255,24.980953633785248,0.7855154871940613
1,0,0,0,0,12.3860474,0.0001587,132.8175,0.0105,0.538,0.404,-0.323,2.604,0.303,151.3,19.3,1.11,0.06,-0.1,679.0,50.23,9.45,-11.45,9.1,5121.0,84.0,-76.0,4.457,0.091,-0.039,0.888,0.049,-0.084,294.5704,50.673019,14.773,4.752271182449119,3.0441154691710888,19.88368460536003,0.545474112033844
